agency_id,agency_name,services_offered,affiliated_clients,operating_regions,travel_partners,contact_email,phone_number,website
113,Sierra Leone Premier League Travel,"Sierra Leonean club logistics, Player scouting, CAF tournament logistics","Sierra Leone Premier League clubs, African federations, FIFA agents","Sierra Leone, Africa, Europe","Hotels, Airlines, Soccer academies",info@sierraleonesoccertravel.com,+232 2 6543 321,https://www.sierraleonesoccertravel.com
114,Chad National Soccer Travel,"Chadian club logistics, Youth soccer scouting, CAF Confederation Cup logistics","Chadian Premier League clubs, National federations, FIFA scouts","Chad, Africa, Europe","Hotels, Airlines, Soccer training academies",info@chadsoccertravel.com,+235 2 6543 321,https://www.chadsoccertravel.com
115,Turkmenistan Yokary Liga Travel,"Turkmen club logistics, Player relocation programs, AFC Champions League travel","Turkmenistan Yokary Liga clubs, National teams, FIFA scouts","Turkmenistan, Asia, Middle East","Hotels, Airlines, Soccer training academies",info@turkmenistansoccertravel.com,+993 2 6543 321,https://www.turkmenistansoccertravel.com
116,Mali Ligue 1 Soccer Travel,"Malian club team logistics, Youth soccer scouting, CAF Confederation Cup logistics","Mali Ligue 1 clubs, African federations, European scouts","Mali, Africa, Europe","Hotels, Airlines, Training centers",info@malisoccertravel.com,+223 2 6543 321,https://www.malisoccertravel.com
117,Papua New Guinea Soccer Travel,"PNG club travel, OFC Champions League logistics, Youth development programs","Papua New Guinea Premier League clubs, OFC teams, FIFA scouts","Papua New Guinea, Oceania, Australia","Hotels, Airlines, Soccer training academies",info@pngsoccertravel.com,+675 2 6543 321,https://www.pngsoccertravel.com
118,Cambodia C-League Soccer Travel,"Cambodian club logistics, Youth talent scouting, International friendly match logistics","Cambodian C-League clubs, Asian federations, FIFA scouts","Cambodia, Asia, Australia","Hotels, Airlines, Training centers",info@cambodiasoccertravel.com,+855 2 6543 321,https://www.cambodiasoccertravel.com
119,Kyrgyzstan Premier League Travel,"Kyrgyz club logistics, Player scouting, AFC Cup logistics","Kyrgyz Premier League clubs, National federations, FIFA agents","Kyrgyzstan, Asia, Europe","Hotels, Airlines, Soccer training centers",info@kyrgyzstansoccertravel.com,+996 2 6543 321,https://www.kyrgyzstansoccertravel.com
120,Laos Premier League Soccer Travel,"Lao club travel, AFC Champions League logistics, Youth development programs","Laos Premier League clubs, Asian federations, FIFA scouts","Laos, Asia, Australia","Hotels, Airlines, Soccer training academies",info@laossoccertravel.com,+856 2 6543 321,https://www.laossoccertravel.com
121,Eswatini Premier League Travel,"Eswatini club logistics, Player scouting, CAF tournament travel","Eswatini Premier League clubs, National federations, FIFA scouts","Eswatini, Africa, Europe","Hotels, Airlines, Soccer training academies",info@eswatinisoccertravel.com,+268 2 6543 321,https://www.eswatinisoccertravel.com
122,Belarus Premier League Soccer Travel,"Belarusian club travel, UEFA qualifying rounds, Player scouting programs","Belarus Premier League clubs, European federations, FIFA scouts","Belarus, Europe, Asia","Hotels, Airlines, Training centers",info@belarussoccertravel.com,+375 2 6543 321,https://www.belarussoccertravel.com
123,Zambia Super League Soccer Travel,"Zambian club travel, Youth soccer scouting, CAF tournament logistics","Zambian Super League clubs, National teams, FIFA scouts","Zambia, Africa, Europe","Hotels, Airlines, Soccer academies",info@zambiasoccertravel.com,+260 2 6543 321,https://www.zambiasoccertravel.com
124,Togo Championnat National Travel,"Togolese club logistics, Talent scouting, CAF Champions League travel","Togo Championnat National clubs, National federations, FIFA agents","Togo, Africa, Europe","Hotels, Airlines, Soccer academies",info@togosoccertravel.com,+228 2 6543 321,https://www.togosoccertravel.com
125,Vanuatu National Soccer Travel,"Vanuatu club travel, OFC Champions League logistics, Youth development programs","Vanuatu Premier League clubs, OFC teams, FIFA scouts","Vanuatu, Oceania, Australia","Hotels, Airlines, Soccer training academies",info@vanuatusoccertravel.com,+678 2 6543 321,https://www.vanuatusoccertravel.com
126,Faroe Islands Premier League Travel,"Faroe Islands club logistics, UEFA qualifying matches, Player scouting programs","Faroe Islands Premier League clubs, European federations, FIFA scouts","Faroe Islands, Europe, Scandinavia","Hotels, Airlines, Training academies",info@faroeislandssoccertravel.com,+298 2 6543 321,https://www.faroeislandssoccertravel.com
127,Solomon Islands National Soccer Travel,"Solomon Islands club travel, OFC Champions League logistics, Youth talent scouting","Solomon Islands Premier League clubs, OFC teams, FIFA scouts","Solomon Islands, Oceania, Australia","Hotels, Airlines, Soccer training academies",info@solomonislandssoccertravel.com,+677 2 6543 321,https://www.solomonislandssoccertravel.com
128,Guatemala Liga Nacional Soccer Travel,"Guatemalan club logistics, Concacaf Champions League travel, Player scouting programs","Guatemala Liga Nacional clubs, National federations, FIFA agents","Guatemala, Central America, North America","Hotels, Airlines, Soccer training academies",info@guatemalasoccertravel.com,+502 2 6543 321,https://www.guatemalasoccertravel.com
129,Armenia Premier League Travel,"Armenian club travel, UEFA Europa Conference League logistics, Player scouting","Armenian Premier League clubs, National teams, FIFA scouts","Armenia, Europe, Asia","Hotels, Airlines, Soccer training academies",info@armeniasoccertravel.com,+374 2 6543 321,https://www.armeniasoccertravel.com
130,Eritrea Premier League Soccer Travel,"Eritrean club logistics, Youth soccer scouting, CAF tournament logistics","Eritrean Premier League clubs, National teams, FIFA scouts","Eritrea, Africa, Middle East","Hotels, Airlines, Soccer academies",info@eritreasoccertravel.com,+291 2 6543 321,https://www.eritreasoccertravel.com
131,Kosovo Superliga Soccer Travel,"Kosovo club logistics, UEFA Europa League travel, Player scouting programs","Kosovo Superliga clubs, European federations, FIFA scouts","Kosovo, Europe, Balkans","Hotels, Airlines, Training centers",info@kosovosoccertravel.com,+383 2 6543 321,https://www.kosovosoccertravel.com
132,Luxembourg National Division Travel,"Luxembourg club travel, UEFA qualifying rounds, Player transfers","Luxembourg National Division clubs, European leagues, Player agents","Luxembourg, Europe, France","Hotels, Airlines, Training academies",info@luxembourgsoccertravel.com,+352 2 6543 321,https://www.luxembourgsoccertravel.com
133,Icelandic Football Association Travel,"Icelandic club travel, UEFA tournament logistics, Youth training programs","Icelandic clubs, UEFA teams, FIFA scouts","Iceland, Scandinavia, Europe","Hotels, Airlines, Training academies",info@icelandsoccertravel.com,+354 2 6543 321,https://www.icelandsoccertravel.com
134,Montserrat Football League Travel,"Montserrat club logistics, Concacaf qualifiers, Player scouting","Montserrat National League clubs, Caribbean teams, FIFA scouts","Montserrat, Caribbean, North America","Hotels, Airlines, Soccer facilities",info@montserratsoccertravel.com,+1 664 2 6543 321,https://www.montserratsoccertravel.com
135,Sri Lanka Super League Soccer Travel,"Sri Lankan club travel, AFC Cup logistics, Youth soccer scouting","Sri Lanka Super League clubs, Asian federations, FIFA scouts","Sri Lanka, Asia, Middle East","Hotels, Airlines, Soccer training academies",info@srilankasoccertravel.com,+94 2 6543 321,https://www.srilankasoccertravel.com
136,Barbados Premier League Travel,"Barbadian club travel, Concacaf tournament logistics, Player relocation services","Barbados Premier League clubs, National teams, Player agents","Barbados, Caribbean, North America","Hotels, Airlines, Training academies",info@barbadossoccertravel.com,+1 246 2 6543 321,https://www.barbadossoccertravel.com
137,Tajikistan Higher League Travel,"Tajik club logistics, AFC Champions League travel, Youth soccer scouting","Tajikistan Higher League clubs, Asian federations, FIFA scouts","Tajikistan, Asia, Russia","Hotels, Airlines, Soccer training academies",info@tajikistansoccertravel.com,+992 2 6543 321,https://www.tajikistansoccertravel.com
138,Macau Elite League Soccer Travel,"Macau club logistics, Asian Cup qualifiers, Player scouting","Macau Elite League clubs, Asian federations, FIFA scouts","Macau, China, Southeast Asia","Hotels, Airlines, Training academies",info@macausoccertravel.com,+853 2 6543 321,https://www.macausoccertravel.com
139,Malta Premier League Soccer Travel,"Maltese club travel, UEFA qualifying matches, Player recruitment programs","Malta Premier League clubs, European federations, FIFA agents","Malta, Europe, Africa","Hotels, Airlines, Soccer academies",info@maltasoccertravel.com,+356 2 6543 321,https://www.maltasoccertravel.com
140,Vietnam National Women's Soccer Travel,"Vietnam women’s league logistics, International tournaments, Player scouting","Vietnam Women’s Premier League clubs, National teams, FIFA scouts","Vietnam, Asia, Australia","Hotels, Airlines, Soccer training academies",info@vietnamsoccerwomenstravel.com,+84 24 6543 321,https://www.vietnamsoccerwomenstravel.com
141,Cayman Islands Soccer Travel,"Cayman club logistics, Concacaf tournaments, Player relocation services","Cayman Islands League clubs, National teams, FIFA scouts","Cayman Islands, Caribbean, North America","Hotels, Airlines, Training academies",info@caymansoccertravel.com,+1 345 2 6543 321,https://www.caymansoccertravel.com
142,Lebanon Premier League Soccer Travel,"Lebanese club logistics, AFC Cup travel, Player scouting programs","Lebanon Premier League clubs, Asian federations, FIFA scouts","Lebanon, Middle East, Asia","Hotels, Airlines, Soccer training academies",info@lebanonsoccertravel.com,+961 2 6543 321,https://www.lebanonsoccertravel.com
143,Bermuda National Soccer Travel,"Bermudian club logistics, Concacaf Gold Cup travel, Youth training programs","Bermuda National League clubs, National teams, FIFA scouts","Bermuda, Caribbean, North America","Hotels, Airlines, Soccer academies",info@bermudasoccertravel.com,+1 441 2 6543 321,https://www.bermudasoccertravel.com
144,Greenland National Soccer Travel,"Greenland club logistics, UEFA friendly matches, Player relocation services","Greenland Football Association clubs, Scandinavian leagues, FIFA scouts","Greenland, Scandinavia, Europe","Hotels, Airlines, Training academies",info@greenlandsoccertravel.com,+299 2 6543 321,https://www.greenlandsoccertravel.com
145,San Marino National Soccer Travel,"San Marino club travel, UEFA tournament logistics, Youth development programs","San Marino clubs, National teams, FIFA scouts","San Marino, Italy, Europe","Hotels, Airlines, Training academies",info@sanmarinosoccertravel.com,+378 2 6543 321,https://www.sanmarinosoccertravel.com
146,Myanmar National Soccer Travel,"Myanmar club logistics, AFC Cup qualifiers, Youth soccer scouting","Myanmar National League clubs, Asian federations, FIFA scouts","Myanmar, Asia, Australia","Hotels, Airlines, Soccer training academies",info@myanmarsoccertravel.com,+95 2 6543 321,https://www.myanmarsoccertravel.com
147,Comoros Premier League Travel,"Comoros club logistics, CAF Confederation Cup travel, Player scouting","Comoros Premier League clubs, African federations, FIFA scouts","Comoros, Africa, Europe","Hotels, Airlines, Soccer training academies",info@comorossoccertravel.com,+269 2 6543 321,https://www.comorossoccertravel.com
148,Djibouti Premier League Soccer Travel,"Djibouti club logistics, Youth soccer development, CAF tournament travel","Djibouti Premier League clubs, National teams, African federations","Djibouti, Africa, Middle East","Hotels, Airlines, Soccer training centers",info@djiboutisoccertravel.com,+253 2 6543 321,https://www.djiboutisoccertravel.com
149,Gibraltar Premier League Soccer Travel,"Gibraltar club travel, UEFA qualifying matches, Player recruitment programs","Gibraltar Premier League clubs, European federations, FIFA agents","Gibraltar, Spain, Europe","Hotels, Airlines, Soccer academies",info@gibraltarsoccertravel.com,+350 2 6543 321,https://www.gibraltarsoccertravel.com
150,Bhutan Premier League Soccer Travel,"Bhutanese club travel, AFC qualifiers, Player scouting programs","Bhutan Premier League clubs, Asian federations, FIFA scouts","Bhutan, Asia, India","Hotels, Airlines, Soccer training academies",info@bhutansoccertravel.com,+975 2 6543 321,https://www.bhutansoccertravel.com
151,Maldives Dhivehi Premier League Travel,"Maldivian club logistics, AFC tournament travel, Youth player scouting","Dhivehi Premier League clubs, Asian federations, FIFA scouts","Maldives, Asia, Middle East","Hotels, Airlines, Soccer training academies",info@maldivessoccertravel.com,+960 2 6543 321,https://www.maldivessoccertravel.com
