box_id,company_name,services_offered,affiliated_clients,partnerships_made,region,contact_email,phone_number,social_media_links
604,Kaedi PR Solutions,Football Branding & PR,Mauritania Premier League,"Moov Mauritania, Puma","Kaedi, Mauritania",contact@kaedisportspr.com,+222 44 543876,www.kaedisportspr.com
605,Zouerate PR Experts,Football Sponsorships & Club PR,Mauritania Premier League,"Mattel Mauritania, Nike","Zouerate, Mauritania",pr@zoueratesportspr.com,+222 43 654987,www.zoueratesportspr.com
606,Bamako PR House,Football Branding & Sponsorship,Mali Premier League,"Orange Mali, Adidas","Bamako, Mali",support@bamakosportspr.com,+223 76 543876,www.bamakosportspr.com
607,Sikasso PR Hub,Football Sponsorship & Branding,Mali Premier League,"Moov Mali, Puma","Sikasso, Mali",info@sikassosportspr.com,+223 75 654987,www.sikassosportspr.com
608,Segou PR Solutions,Football Branding & PR,Mali Premier League,"Mattel Mali, Nike","Segou, Mali",contact@segousportspr.com,+223 74 543876,www.segousportspr.com
609,Koulikoro PR Experts,Football Sponsorships & Club PR,Mali Premier League,"Orange Mali, Adidas","Koulikoro, Mali",pr@koulikorosportspr.com,+223 73 654987,www.koulikorosportspr.com
610,Niamey PR Experts,Football Sponsorship & Branding,Niger Premier League,"Moov Niger, Adidas","Niamey, Niger",info@niameysportspr.com,+227 96 654987,www.niameysportspr.com
611,Zinder PR Solutions,Football Branding & PR,Niger Premier League,"Orange Niger, Puma","Zinder, Niger",contact@zindersportspr.com,+227 95 543876,www.zindersportspr.com
612,Maradi PR Experts,Football Sponsorships & Club PR,Niger Premier League,"Airtel Niger, Nike","Maradi, Niger",pr@maradisportspr.com,+227 94 654987,www.maradisportspr.com
613,Agadez PR House,Football Branding & Sponsorship,Niger Premier League,"Moov Niger, Adidas","Agadez, Niger",support@agadezsportspr.com,+227 93 543876,www.agadezsportspr.com
614,Conakry PR Hub,Football Sponsorship & PR,Guinea Premier League,"MTN Guinea, Puma","Conakry, Guinea",info@conakrysportspr.com,+224 66 654987,www.conakrysportspr.com
615,Kankan PR Solutions,Football Branding & PR,Guinea Premier League,"Orange Guinea, Nike","Kankan, Guinea",contact@kankansportspr.com,+224 65 543876,www.kankansportspr.com
616,Nzérékoré PR Experts,Football Sponsorships & Club PR,Guinea Premier League,"Moov Guinea, Adidas","Nzérékoré, Guinea",pr@nzeresportspr.com,+224 64 654987,www.nzeresportspr.com
617,Mamou PR House,Football Branding & Sponsorship,Guinea Premier League,"MTN Guinea, Puma","Mamou, Guinea",support@mamousportspr.com,+224 63 543876,www.mamousportspr.com
618,Freetown PR Hub,Football Sponsorship & Branding,Sierra Leone Premier League,"Orange Sierra Leone, Nike","Freetown, Sierra Leone",info@freetownsportspr.com,+232 77 654987,www.freetownsportspr.com
619,Bo PR Solutions,Football Branding & PR,Sierra Leone Premier League,"Africell Sierra Leone, Adidas","Bo, Sierra Leone",contact@bosportspr.com,+232 76 543876,www.bosportspr.com
620,Kenema PR Experts,Football Sponsorships & Club PR,Sierra Leone Premier League,"Orange Sierra Leone, Puma","Kenema, Sierra Leone",pr@kenemasportspr.com,+232 75 654987,www.kenemasportspr.com
621,Koidu PR House,Football Branding & Sponsorship,Sierra Leone Premier League,"MTN Sierra Leone, Nike","Koidu, Sierra Leone",support@koidusportspr.com,+232 74 543876,www.koidusportspr.com
622,Nouakchott PR Connect,Football Sponsorship & Branding,Mauritania Premier League,"Chinguitel Mauritania, Adidas","Nouakchott, Mauritania",info@nouakchottsportspr.com,+222 45 654987,www.nouakchottsportspr.com
623,Kaedi PR Solutions,Football Branding & PR,Mauritania Premier League,"Moov Mauritania, Puma","Kaedi, Mauritania",contact@kaedisportspr.com,+222 44 543876,www.kaedisportspr.com
624,Zouerate PR Experts,Football Sponsorships & Club PR,Mauritania Premier League,"Mattel Mauritania, Nike","Zouerate, Mauritania",pr@zoueratesportspr.com,+222 43 654987,www.zoueratesportspr.com
625,Bamako PR House,Football Branding & Sponsorship,Mali Premier League,"Orange Mali, Adidas","Bamako, Mali",support@bamakosportspr.com,+223 76 543876,www.bamakosportspr.com
626,Sikasso PR Hub,Football Sponsorship & Branding,Mali Premier League,"Moov Mali, Puma","Sikasso, Mali",info@sikassosportspr.com,+223 75 654987,www.sikassosportspr.com
627,Segou PR Solutions,Football Branding & PR,Mali Premier League,"Mattel Mali, Nike","Segou, Mali",contact@segousportspr.com,+223 74 543876,www.segousportspr.com
628,Koulikoro PR Experts,Football Sponsorships & Club PR,Mali Premier League,"Orange Mali, Adidas","Koulikoro, Mali",pr@koulikorosportspr.com,+223 73 654987,www.koulikorosportspr.com
